Date,Score,Embedding,GType,BType,Method
2019-04-24,0.8983260991040719,PT,NF,NF,SemAxis
2019-04-24,2.5269722163619743,T,F,F,SemAxis
2019-04-24,1.781017345254424,T,NF,F,SemAxis
2019-04-24,2.010018879880196,T,F,NF,SemAxis
2019-04-24,1.2640640087726467,T,NF,NF,SemAxis
2019-04-24,149.9905495376349,PT,F,F,SentiProp
2019-04-24,149.143220430592,PT,NF,F,SentiProp
2019-04-24,147.3034375193477,PT,F,NF,SentiProp
2019-04-24,146.44596560372509,PT,NF,NF,SentiProp
2019-04-24,147.95662850069118,T,F,F,SentiProp
2019-04-24,148.0104113071504,T,NF,F,SentiProp
2019-04-24,146.56971068733074,T,F,NF,SentiProp
2019-04-24,146.61554008703305,T,NF,NF,SentiProp
2019-04-25,1.3985872216700241,PT,F,F,SemAxis
2019-04-25,1.068579244080278,PT,NF,F,SemAxis
2019-04-25,1.0423689663958893,PT,F,NF,SemAxis
2019-04-25,0.7123609888061424,PT,NF,NF,SemAxis
2019-04-25,2.084559856379351,T,F,F,SemAxis
2019-04-25,1.3409203376522731,T,NF,F,SemAxis
2019-04-25,1.689851144877052,T,F,NF,SemAxis
2019-04-25,0.946211626149973,T,NF,NF,SemAxis
2019-04-25,132.57815071827824,PT,F,F,SentiProp
2019-04-25,131.78515520602568,PT,NF,F,SentiProp
2019-04-25,130.28844170515404,PT,F,NF,SentiProp
2019-04-25,129.48733516958154,PT,NF,NF,SentiProp
2019-04-25,130.67249367044997,T,F,F,SentiProp
2019-04-25,130.69609507179794,T,NF,F,SentiProp
2019-04-25,129.6357877659033,T,F,NF,SentiProp
2019-04-25,129.65232951098554,T,NF,NF,SentiProp
2019-04-26,1.4994618454451492,PT,F,F,SemAxis
2019-04-26,1.1616660678120518,PT,NF,F,SemAxis
2019-04-26,1.06062936028033,PT,F,NF,SemAxis
2019-04-26,0.722833582647233,PT,NF,NF,SemAxis
2019-04-26,2.348676474371085,T,F,F,SemAxis
2019-04-26,1.623741726509446,T,NF,F,SemAxis
2019-04-26,1.716074532058165,T,F,NF,SemAxis
2019-04-26,0.9911397841965262,T,NF,NF,SemAxis
2019-04-26,125.75356928287013,PT,F,F,SentiProp
2019-04-26,124.96762347036534,PT,NF,F,SentiProp
2019-04-26,123.35812747901218,PT,F,NF,SentiProp
2019-04-26,122.56035837313792,PT,NF,NF,SentiProp
2019-04-26,124.28533800799956,T,F,F,SentiProp
2019-04-26,124.29904484383171,T,NF,F,SentiProp
2019-04-26,122.8747085568313,T,F,NF,SentiProp
2019-04-26,122.87880008903525,T,NF,NF,SentiProp
2019-04-27,0.5817662860715138,PT,F,F,SemAxis
2019-04-27,0.34875019811115443,PT,NF,F,SemAxis
2019-04-27,-0.01662873965834584,PT,F,NF,SemAxis
2019-04-27,-0.24964482761870485,PT,NF,NF,SemAxis
2019-04-27,0.7186813607012742,T,F,F,SemAxis
2019-04-27,0.10979104622455611,T,NF,F,SemAxis
2019-04-27,-0.1946484746159493,T,F,NF,SemAxis
2019-04-27,-0.8035387890926682,T,NF,NF,SemAxis
2019-04-27,139.54239527666985,PT,F,F,SentiProp
2019-04-27,138.80340888284286,PT,NF,F,SentiProp
2019-04-27,136.68665349863434,PT,F,NF,SentiProp
2019-04-27,135.9372187517937,PT,NF,NF,SentiProp
2019-04-27,137.66150524121898,T,F,F,SentiProp
2019-04-27,137.83619071146134,T,NF,F,SentiProp
2019-04-27,135.8330041138249,T,F,NF,SentiProp
2019-04-27,135.997910783054,T,NF,NF,SentiProp
2019-04-29,1.74549857196023,PT,F,F,SemAxis
2019-04-29,1.4455053898369508,PT,NF,F,SemAxis
2019-04-29,1.206743595568553,PT,F,NF,SemAxis
2019-04-29,0.9067504134452729,PT,NF,NF,SemAxis
2019-04-29,2.7426051079572416,T,F,F,SemAxis
2019-04-29,2.105835245400083,T,NF,F,SemAxis
2019-04-29,2.017662651730175,T,F,NF,SemAxis
2019-04-29,1.3808927891730174,T,NF,NF,SemAxis
2019-04-29,160.7083500659902,PT,F,F,SentiProp
2019-04-29,160.05146717766408,PT,NF,F,SentiProp
2019-04-29,157.82784175469465,PT,F,NF,SentiProp
2019-04-29,157.15962076866288,PT,NF,NF,SentiProp
2019-04-29,158.98152141078336,T,F,F,SentiProp
2019-04-29,159.4595363229271,T,NF,F,SentiProp
2019-04-29,157.44806235066187,T,F,NF,SentiProp
2019-04-29,157.9113669069037,T,NF,NF,SentiProp
2019-04-30,0.45647195331593554,PT,F,F,SemAxis
2019-04-30,0.21674890155842166,PT,NF,F,SemAxis
2019-04-30,0.22994831334773178,PT,F,NF,SemAxis
2019-04-30,-0.00977473840978246,PT,NF,NF,SemAxis
2019-04-30,0.5799411364483338,T,F,F,SemAxis
2019-04-30,0.0683661211605583,T,NF,F,SemAxis
2019-04-30,0.35599348170032175,T,F,NF,SemAxis
2019-04-30,-0.15558153358745372,T,NF,NF,SemAxis
2019-04-30,157.63183223364194,PT,F,F,SentiProp
2019-04-30,157.45305684426881,PT,NF,F,SentiProp
2019-04-30,155.07587599710078,PT,F,NF,SentiProp
2019-04-30,154.8882683175518,PT,NF,NF,SentiProp
2019-04-30,155.64533324842876,T,F,F,SentiProp
2019-04-30,156.5039090534431,T,NF,F,SentiProp
2019-04-30,154.52902904820647,T,F,NF,SentiProp
2019-04-30,155.37544553093852,T,NF,NF,SentiProp
2019-05-01,1.6101901430840073,PT,F,F,SemAxis
2019-05-01,1.270413879504504,PT,NF,F,SemAxis
2019-05-01,1.2373146464146205,PT,F,NF,SemAxis
2019-05-01,0.8975383828351178,PT,NF,NF,SemAxis
2019-05-01,2.6313077946580194,T,F,F,SemAxis
2019-05-01,1.9567436682771107,T,NF,F,SemAxis
2019-05-01,2.1433854754924075,T,F,NF,SemAxis
2019-05-01,1.4688213491114994,T,NF,NF,SemAxis
2019-05-01,136.99124831118192,PT,F,F,SentiProp
2019-05-01,136.3197581898637,PT,NF,F,SentiProp
2019-05-01,134.59592258084132,PT,F,NF,SentiProp
2019-05-01,133.9139977502375,PT,NF,NF,SentiProp
2019-05-01,135.13764857789707,T,F,F,SentiProp
2019-05-01,135.27711168167662,T,NF,F,SentiProp
2019-05-01,133.88662500623755,T,F,NF,SentiProp
2019-05-01,134.0144748115599,T,NF,NF,SentiProp
2019-05-02,1.0373685646307382,PT,F,F,SemAxis
2019-05-02,0.7757783809223034,PT,NF,F,SemAxis
2019-05-02,0.6490230006879335,PT,F,NF,SemAxis
2019-05-02,0.38743281697949783,PT,NF,NF,SemAxis
2019-05-02,1.500077131712848,T,F,F,SemAxis
2019-05-02,0.9071009150889706,T,NF,F,SemAxis
2019-05-02,0.9878094448108276,T,F,NF,SemAxis
2019-05-02,0.3948332281869507,T,NF,NF,SemAxis
2019-05-02,127.2715690503867,PT,F,F,SentiProp
2019-05-02,126.55190816850111,PT,NF,F,SentiProp
2019-05-02,125.02693732169107,PT,F,NF,SentiProp
2019-05-02,124.29811934419425,PT,NF,NF,SentiProp
2019-05-02,125.61922933731972,T,F,F,SentiProp
2019-05-02,125.74426007759779,T,NF,F,SentiProp
2019-05-02,124.48709963524962,T,F,NF,SentiProp
2019-05-02,124.60324420107811,T,NF,NF,SentiProp
2019-05-03,1.536632257586438,PT,F,F,SemAxis
2019-05-03,1.1886243016468907,PT,NF,F,SemAxis
2019-05-03,1.127536104980954,PT,F,NF,SemAxis
2019-05-03,0.779528149041406,PT,NF,NF,SemAxis
2019-05-03,2.4682699663410537,T,F,F,SemAxis
2019-05-03,1.6961027432827926,T,NF,F,SemAxis
2019-05-03,1.930091548561716,T,F,NF,SemAxis
2019-05-03,1.1579243255034537,T,NF,NF,SemAxis
2019-05-03,116.40998150597538,PT,F,F,SentiProp
2019-05-03,115.68588172883526,PT,NF,F,SentiProp
2019-05-03,114.18500231492315,PT,F,NF,SentiProp
2019-05-03,113.45296933603119,PT,NF,NF,SentiProp
2019-05-03,114.85330450083418,T,F,F,SentiProp
2019-05-03,114.81606402752364,T,NF,F,SentiProp
2019-05-03,113.49852952223203,T,F,NF,SentiProp
2019-05-03,113.45393285844585,T,NF,NF,SentiProp
2019-05-04,1.775776155689537,PT,F,F,SemAxis
2019-05-04,1.5185368909231882,PT,NF,F,SemAxis
2019-05-04,1.2295044861424431,PT,F,NF,SemAxis
2019-05-04,0.9722652213760955,PT,NF,NF,SemAxis
2019-05-04,3.047430673372107,T,F,F,SemAxis
2019-05-04,2.490881136440395,T,NF,F,SemAxis
2019-05-04,2.2657464278331494,T,F,NF,SemAxis
2019-05-04,1.7091968909014417,T,NF,NF,SemAxis
2019-05-04,152.59036661766137,PT,F,F,SentiProp
2019-05-04,151.76591193743516,PT,NF,F,SentiProp
2019-05-04,149.90712818160674,PT,F,NF,SentiProp
2019-05-04,149.0722755985992,PT,NF,NF,SentiProp
2019-05-04,150.69677546346406,T,F,F,SentiProp
2019-05-04,150.8204456870029,T,NF,F,SentiProp
2019-05-04,149.341326520923,T,F,NF,SentiProp
2019-05-04,149.45541234756462,T,NF,NF,SentiProp
2019-05-06,1.4157178488756466,PT,F,F,SemAxis
2019-05-06,1.10493767438107,PT,NF,F,SemAxis
2019-05-06,0.9640370999063061,PT,F,NF,SemAxis
2019-05-06,0.6532569254117327,PT,NF,NF,SemAxis
2019-05-06,2.3292623719972094,T,F,F,SemAxis
2019-05-06,1.6442716061703644,T,NF,F,SemAxis
2019-05-06,1.7518915267730177,T,F,NF,SemAxis
2019-05-06,1.066900760946173,T,NF,NF,SemAxis
2019-05-06,162.62331966075237,PT,F,F,SentiProp
2019-05-06,162.03097902901604,PT,NF,F,SentiProp
2019-05-06,159.98399612696065,PT,F,NF,SentiProp
2019-05-06,159.3831676408311,PT,NF,NF,SentiProp
2019-05-06,160.45984483487786,T,F,F,SentiProp
2019-05-06,160.95589654987302,T,NF,F,SentiProp
2019-05-06,159.31834583187205,T,F,NF,SentiProp
2019-05-06,159.80077355055852,T,NF,NF,SentiProp
2019-05-07,0.769625826467334,PT,F,F,SemAxis
2019-05-07,0.6095709202866395,PT,NF,F,SemAxis
2019-05-07,0.31294030106950876,PT,F,NF,SemAxis
2019-05-07,0.1528853948888135,PT,NF,NF,SemAxis
2019-05-07,1.3722261620626994,T,F,F,SemAxis
2019-05-07,1.0385102252910328,T,NF,F,SemAxis
2019-05-07,0.6752067429884279,T,F,NF,SemAxis
2019-05-07,0.34149080621676275,T,NF,NF,SemAxis
2019-05-07,142.60432669728365,PT,F,F,SentiProp
2019-05-07,141.82646023668278,PT,NF,F,SentiProp
2019-05-07,139.87924618614502,PT,F,NF,SentiProp
2019-05-07,139.08895215868415,PT,NF,NF,SentiProp
2019-05-07,140.89344794928718,T,F,F,SentiProp
2019-05-07,140.99079974994942,T,NF,F,SentiProp
2019-05-07,139.3682074538884,T,F,NF,SentiProp
2019-05-07,139.4512449381793,T,NF,NF,SentiProp
2019-05-08,1.0500804382489464,PT,F,F,SemAxis
2019-05-08,0.8626411875146485,PT,NF,F,SemAxis
2019-05-08,0.589520162569725,PT,F,NF,SemAxis
2019-05-08,0.4020809118354283,PT,NF,NF,SemAxis
2019-05-08,1.7338189564723874,T,F,F,SemAxis
2019-05-08,1.3001463378355818,T,NF,F,SemAxis
2019-05-08,1.0679337010605068,T,F,NF,SemAxis
2019-05-08,0.6342610824237003,T,NF,NF,SemAxis
2019-05-08,136.21716938526956,PT,F,F,SentiProp
2019-05-08,135.6985333438075,PT,NF,F,SentiProp
2019-05-08,133.51363882933495,PT,F,NF,SentiProp
2019-05-08,132.98660306749025,PT,NF,NF,SentiProp
2019-05-08,134.52231518343612,T,F,F,SentiProp
2019-05-08,134.8085111185175,T,NF,F,SentiProp
2019-05-08,132.91594918611773,T,F,NF,SentiProp
2019-05-08,133.19178290257133,T,NF,NF,SentiProp
2019-05-09,1.3970516730204785,PT,F,F,SemAxis
2019-05-09,1.108685438435475,PT,NF,F,SemAxis
2019-05-09,1.0657630954361645,PT,F,NF,SemAxis
2019-05-09,0.7773968608511609,PT,NF,NF,SemAxis
2019-05-09,2.2428933773095845,T,F,F,SemAxis
2019-05-09,1.626473761163685,T,NF,F,SemAxis
2019-05-09,1.8290505333163531,T,F,NF,SemAxis
2019-05-09,1.2126309171704535,T,NF,NF,SemAxis
2019-05-09,122.21185810511854,PT,F,F,SentiProp
2019-05-09,121.55841119948644,PT,NF,F,SentiProp
2019-05-09,119.90355651724468,PT,F,NF,SentiProp
2019-05-09,119.23943397466398,PT,NF,NF,SentiProp
2019-05-09,120.55743374449708,T,F,F,SentiProp
2019-05-09,120.61696365902046,T,NF,F,SentiProp
2019-05-09,119.24601528810715,T,F,NF,SentiProp
2019-05-09,119.2935737987793,T,NF,NF,SentiProp
2019-05-10,1.1908993357531947,PT,F,F,SemAxis
2019-05-10,0.9813120685045054,PT,NF,F,SemAxis
2019-05-10,0.7999942941505113,PT,F,NF,SemAxis
2019-05-10,0.5904070269018222,PT,NF,NF,SemAxis
2019-05-10,2.025654827750023,T,F,F,SemAxis
2019-05-10,1.5964317176316591,T,NF,F,SemAxis
2019-05-10,1.5280594016675606,T,F,NF,SemAxis
2019-05-10,1.0988362915491945,T,NF,NF,SemAxis
2019-05-10,137.27643226041428,PT,F,F,SentiProp
2019-05-10,136.61954215399533,PT,NF,F,SentiProp
2019-05-10,134.8835648591175,PT,F,NF,SentiProp
2019-05-10,134.2185840071926,PT,NF,NF,SentiProp
2019-05-10,135.63369990460367,T,F,F,SentiProp
2019-05-10,135.8219541412435,T,NF,F,SentiProp
2019-05-10,134.35768905627728,T,F,NF,SentiProp
2019-05-10,134.53567151833698,T,NF,NF,SentiProp
2019-05-11,1.3196957927429966,PT,F,F,SemAxis
2019-05-11,1.1662022409856934,PT,NF,F,SemAxis
2019-05-11,0.6497089625753586,PT,F,NF,SemAxis
2019-05-11,0.4962154108180562,PT,NF,NF,SemAxis
2019-05-11,2.226457938048553,T,F,F,SemAxis
2019-05-11,1.9055081622014447,T,NF,F,SemAxis
2019-05-11,1.2066580182900981,T,F,NF,SemAxis
2019-05-11,0.8857082424429897,T,NF,NF,SemAxis
2019-05-11,152.0397202467524,PT,F,F,SentiProp
2019-05-11,151.44798079790306,PT,NF,F,SentiProp
2019-05-11,148.93689320315158,PT,F,NF,SentiProp
2019-05-11,148.33724625150882,PT,NF,NF,SentiProp
2019-05-11,150.24146993085552,T,F,F,SentiProp
2019-05-11,150.5922906245952,T,NF,F,SentiProp
2019-05-11,148.25797985925465,T,F,NF,SentiProp
2019-05-11,148.59958214605587,T,NF,NF,SentiProp
2019-05-13,0.9380486720102644,PT,F,F,SemAxis
2019-05-13,0.8504696383630804,PT,NF,F,SemAxis
2019-05-13,0.25157757055570334,PT,F,NF,SemAxis
2019-05-13,0.16399853690851665,PT,NF,NF,SemAxis
2019-05-13,1.5676702423791202,T,F,F,SemAxis
2019-05-13,1.2660575501283273,T,NF,F,SemAxis
2019-05-13,0.4920799110871311,T,F,NF,SemAxis
2019-05-13,0.19046721883633844,T,NF,NF,SemAxis
2019-05-13,178.7815318186433,PT,F,F,SentiProp
2019-05-13,178.20416861184236,PT,NF,F,SentiProp
2019-05-13,175.25461299574997,PT,F,NF,SentiProp
2019-05-13,174.666556082807,PT,NF,NF,SentiProp
2019-05-13,176.88501556066268,T,F,F,SentiProp
2019-05-13,177.36415847243103,T,NF,F,SentiProp
2019-05-13,174.7703825465772,T,F,NF,SentiProp
2019-05-13,175.2336998420711,T,NF,NF,SentiProp
2019-05-14,0.7892749247238338,PT,F,F,SemAxis
2019-05-14,0.5623614958653433,PT,NF,F,SemAxis
2019-05-14,0.28018085074205074,PT,F,NF,SemAxis
2019-05-14,0.05326742188356019,PT,NF,NF,SemAxis
2019-05-14,1.3655906662888213,T,F,F,SemAxis
2019-05-14,0.8624671391515059,T,NF,F,SemAxis
2019-05-14,0.6002123782400068,T,F,NF,SemAxis
2019-05-14,0.09708885110268946,T,NF,NF,SemAxis
2019-05-14,136.75998188557085,PT,F,F,SentiProp
2019-05-14,136.17255190018616,PT,NF,F,SentiProp
2019-05-14,134.17938941420985,PT,F,NF,SentiProp
2019-05-14,133.5819995369616,PT,NF,NF,SentiProp
2019-05-14,135.05374185348018,T,F,F,SentiProp
2019-05-14,135.32206354857482,T,NF,F,SentiProp
2019-05-14,133.55602234200333,T,F,NF,SentiProp
2019-05-14,133.81229310327248,T,NF,NF,SentiProp
2019-05-15,0.9735566204621975,PT,F,F,SemAxis
2019-05-15,0.7486201225328074,PT,NF,F,SemAxis
2019-05-15,0.5376351185499704,PT,F,NF,SemAxis
2019-05-15,0.31269862062058007,PT,NF,NF,SemAxis
2019-05-15,1.5533275240230748,T,F,F,SemAxis
2019-05-15,1.0357549761186937,T,NF,F,SemAxis
2019-05-15,0.9501240347976802,T,F,NF,SemAxis
2019-05-15,0.43255148689330014,T,NF,NF,SemAxis
2019-05-15,127.86339193558698,PT,F,F,SentiProp
2019-05-15,127.31988900915155,PT,NF,F,SentiProp
2019-05-15,125.56136824894736,PT,F,NF,SentiProp
2019-05-15,125.00744887068934,PT,NF,NF,SentiProp
2019-05-15,126.29594573082632,T,F,F,SentiProp
2019-05-15,126.56067530941824,T,NF,F,SentiProp
2019-05-15,125.1043228546759,T,F,NF,SentiProp
2019-05-15,125.35771339309352,T,NF,NF,SentiProp
2019-05-16,1.0465579644765748,PT,F,F,SemAxis
2019-05-16,0.8527831222049077,PT,NF,F,SemAxis
2019-05-16,0.5777757483261726,PT,F,NF,SemAxis
2019-05-16,0.38400090605450526,PT,NF,NF,SemAxis
2019-05-16,1.8329756687945398,T,F,F,SemAxis
2019-05-16,1.36071739521801,T,NF,F,SemAxis
2019-05-16,1.1871718253430776,T,F,NF,SemAxis
2019-05-16,0.714913551766548,T,NF,NF,SemAxis
2019-05-16,124.76008824944029,PT,F,F,SentiProp
2019-05-16,124.12894433802656,PT,NF,F,SentiProp
2019-05-16,122.16041426210161,PT,F,NF,SentiProp
2019-05-16,121.51679320035686,PT,NF,NF,SentiProp
2019-05-16,123.23827552470487,T,F,F,SentiProp
2019-05-16,123.3543754656768,T,NF,F,SentiProp
2019-05-16,121.66907204015766,T,F,NF,SentiProp
2019-05-16,121.77170691949783,T,NF,NF,SentiProp
2019-05-17,1.0572611382356956,PT,F,F,SemAxis
2019-05-17,0.8859082053491608,PT,NF,F,SemAxis
2019-05-17,0.63668517148733,PT,F,NF,SemAxis
2019-05-17,0.46533223860079576,PT,NF,NF,SemAxis
2019-05-17,1.7759278830523975,T,F,F,SemAxis
2019-05-17,1.4094465226284276,T,NF,F,SemAxis
2019-05-17,1.149822396543822,T,F,NF,SemAxis
2019-05-17,0.7833410361198516,T,NF,NF,SemAxis
2019-05-17,131.1523361847113,PT,F,F,SentiProp
2019-05-17,130.63113512037913,PT,NF,F,SentiProp
2019-05-17,128.71243769975015,PT,F,NF,SentiProp
2019-05-17,128.18113904928688,PT,NF,NF,SentiProp
2019-05-17,129.72863482914553,T,F,F,SentiProp
2019-05-17,130.03906177661992,T,NF,F,SentiProp
2019-05-17,128.21168871249176,T,F,NF,SentiProp
2019-05-17,128.50917916724916,T,NF,NF,SentiProp
2019-05-18,1.4942443537933052,PT,F,F,SemAxis
2019-05-18,1.2804197460447315,PT,NF,F,SemAxis
2019-05-18,0.9300146733165112,PT,F,NF,SemAxis
2019-05-18,0.7161900655679374,PT,NF,NF,SemAxis
2019-05-18,2.568599923717986,T,F,F,SemAxis
2019-05-18,2.084485149294485,T,NF,F,SemAxis
2019-05-18,1.7997685092665412,T,F,NF,SemAxis
2019-05-18,1.3156537348430395,T,NF,NF,SemAxis
2019-05-18,158.6444845991765,PT,F,F,SentiProp
2019-05-18,158.04106212432268,PT,NF,F,SentiProp
2019-05-18,155.27086348203883,PT,F,NF,SentiProp
2019-05-18,154.6488121893355,PT,NF,NF,SentiProp
2019-05-18,156.5576407771832,T,F,F,SentiProp
2019-05-18,156.96751678922442,T,NF,F,SentiProp
2019-05-18,154.33756449478244,T,F,NF,SentiProp
2019-05-18,154.7262643738922,T,NF,NF,SentiProp
2019-05-20,1.158967130785961,PT,F,F,SemAxis
2019-05-20,0.9262491185871919,PT,NF,F,SemAxis
2019-05-20,0.5278620245475437,PT,F,NF,SemAxis
2019-05-20,0.2951440123487759,PT,NF,NF,SemAxis
2019-05-20,1.8438730325953339,T,F,F,SemAxis
2019-05-20,1.3970613551244697,T,NF,F,SemAxis
2019-05-20,0.9295144733689754,T,F,NF,SemAxis
2019-05-20,0.4827027958981097,T,NF,NF,SemAxis
2019-05-20,168.73726935035953,PT,F,F,SentiProp
2019-05-20,167.9956284303632,PT,NF,F,SentiProp
2019-05-20,165.54928266683172,PT,F,NF,SentiProp
2019-05-20,164.79428252591094,PT,NF,NF,SentiProp
2019-05-20,166.51453373557143,T,F,F,SentiProp
2019-05-20,166.8816749231727,T,NF,F,SentiProp
2019-05-20,164.79699851105806,T,F,NF,SentiProp
2019-05-20,165.1484988077773,T,NF,NF,SentiProp
2019-05-21,1.2329135035130296,PT,F,F,SemAxis
2019-05-21,0.8967783056468048,PT,NF,F,SemAxis
2019-05-21,0.8239370287218661,PT,F,NF,SemAxis
2019-05-21,0.4878018308556412,PT,NF,NF,SemAxis
2019-05-21,2.024581333758998,T,F,F,SemAxis
2019-05-21,1.3144437099289061,T,NF,F,SemAxis
2019-05-21,1.514198667964786,T,F,NF,SemAxis
2019-05-21,0.8040610441346929,T,NF,NF,SemAxis
2019-05-21,153.71736812740912,PT,F,F,SentiProp
2019-05-21,152.93623293217374,PT,NF,F,SentiProp
2019-05-21,151.3382920154546,PT,F,NF,SentiProp
2019-05-21,150.54844449205427,PT,NF,NF,SentiProp
2019-05-21,151.99529438062112,T,F,F,SentiProp
2019-05-21,152.33118701604437,T,NF,F,SentiProp
2019-05-21,150.9028281671757,T,F,NF,SentiProp
2019-05-21,151.22727506850586,T,NF,NF,SentiProp
2019-05-22,0.6433974888847194,PT,F,F,SemAxis
2019-05-22,0.5491343475708895,PT,NF,F,SemAxis
2019-05-22,0.24379863275805352,PT,F,NF,SemAxis
2019-05-22,0.14953549144422418,PT,NF,NF,SemAxis
2019-05-22,1.145584790009715,T,F,F,SemAxis
2019-05-22,0.9422832788026546,T,NF,F,SemAxis
2019-05-22,0.49830347493466554,T,F,NF,SemAxis
2019-05-22,0.29500196372760584,T,NF,NF,SemAxis
2019-05-22,123.03992717380942,PT,F,F,SentiProp
2019-05-22,122.64370520995226,PT,NF,F,SentiProp
2019-05-22,120.75726126172835,PT,F,NF,SentiProp
2019-05-22,120.3545419213796,PT,NF,NF,SentiProp
2019-05-22,121.76103566162195,T,F,F,SentiProp
2019-05-22,122.12402528801441,T,NF,F,SentiProp
2019-05-22,120.32218359143432,T,F,NF,SentiProp
2019-05-22,120.67721835651668,T,NF,NF,SentiProp
2019-05-23,1.1016600444810114,PT,F,F,SemAxis
2019-05-23,0.9215182847120528,PT,NF,F,SemAxis
2019-05-23,0.5314917257505125,PT,F,NF,SemAxis
2019-05-23,0.35134996598155416,PT,NF,NF,SemAxis
2019-05-23,1.9199399046421397,T,F,F,SemAxis
2019-05-23,1.6006232353358485,T,NF,F,SemAxis
2019-05-23,1.024452480227039,T,F,NF,SemAxis
2019-05-23,0.7051358109207485,T,NF,NF,SemAxis
2019-05-23,131.9627648909268,PT,F,F,SentiProp
2019-05-23,131.4686037349011,PT,NF,F,SentiProp
2019-05-23,129.24967119678448,PT,F,NF,SentiProp
2019-05-23,128.74736515954018,PT,NF,NF,SentiProp
2019-05-23,130.72834925945799,T,F,F,SentiProp
2019-05-23,131.04644824800067,T,NF,F,SentiProp
2019-05-23,128.75048733974003,T,F,NF,SentiProp
2019-05-23,129.0596829422394,T,NF,NF,SentiProp
2019-05-24,1.8150107177200254,PT,F,F,SemAxis
2019-05-24,1.506159341274595,PT,NF,F,SemAxis
2019-05-24,1.3470798359516265,PT,F,NF,SemAxis
2019-05-24,1.0382284595061957,PT,NF,NF,SemAxis
2019-05-24,2.922251845931305,T,F,F,SemAxis
2019-05-24,2.2763591925377136,T,NF,F,SemAxis
2019-05-24,2.3357550709808286,T,F,NF,SemAxis
2019-05-24,1.6898624175872403,T,NF,NF,SemAxis
2019-05-24,152.136655124839,PT,F,F,SentiProp
2019-05-24,151.31056055141644,PT,NF,F,SentiProp
2019-05-24,149.39548339937477,PT,F,NF,SentiProp
2019-05-24,148.55963540209407,PT,NF,NF,SentiProp
2019-05-24,150.33817630382768,T,F,F,SentiProp
2019-05-24,150.44054178729033,T,NF,F,SentiProp
2019-05-24,148.91144772904303,T,F,NF,SentiProp
2019-05-24,149.0018046584055,T,NF,NF,SentiProp
2019-05-25,1.3250439126138753,PT,F,F,SemAxis
2019-05-25,1.1899149449288322,PT,NF,F,SemAxis
2019-05-25,0.7967788294783513,PT,F,NF,SemAxis
2019-05-25,0.661649861793309,PT,NF,NF,SemAxis
2019-05-25,2.2613529151740925,T,F,F,SemAxis
2019-05-25,2.08260928210833,T,NF,F,SemAxis
2019-05-25,1.4845497256931652,T,F,NF,SemAxis
2019-05-25,1.3058060926274038,T,NF,NF,SemAxis
2019-05-25,157.54706047759592,PT,F,F,SentiProp
2019-05-25,157.0843605234637,PT,NF,F,SentiProp
2019-05-25,154.6016076408418,PT,F,NF,SentiProp
2019-05-25,154.13157695246124,PT,NF,NF,SentiProp
2019-05-25,155.91189701009395,T,F,F,SentiProp
2019-05-25,156.4092846148358,T,NF,F,SentiProp
2019-05-25,154.1402744377967,T,F,NF,SentiProp
2019-05-25,154.62856911830363,T,NF,NF,SentiProp
2019-05-28,1.8998284356911026,PT,F,F,SemAxis
2019-05-28,1.6910091880880818,PT,NF,F,SemAxis
2019-05-28,1.264034890956173,PT,F,NF,SemAxis
2019-05-28,1.0552156433531514,PT,NF,NF,SemAxis
2019-05-28,3.2763099327243976,T,F,F,SemAxis
2019-05-28,2.8393618918211034,T,NF,F,SemAxis
2019-05-28,2.2370600109511227,T,F,NF,SemAxis
2019-05-28,1.800111970047827,T,NF,NF,SemAxis
2019-05-28,174.1498876540983,PT,F,F,SentiProp
2019-05-28,174.0771966806705,PT,NF,F,SentiProp
2019-05-28,171.2382493580141,PT,F,NF,SentiProp
2019-05-28,171.15754120369067,PT,NF,NF,SentiProp
2019-05-28,172.99689694040853,T,F,F,SentiProp
2019-05-28,174.08236214835804,T,NF,F,SentiProp
2019-05-28,171.27495338783336,T,F,NF,SentiProp
2019-05-28,172.35327903381096,T,NF,NF,SentiProp
2019-05-29,1.2112349805436606,PT,F,F,SemAxis
2019-05-29,0.9107055065094811,PT,NF,F,SemAxis
2019-05-29,0.6107999524582878,PT,F,NF,SemAxis
2019-05-29,0.31027047842410777,PT,NF,NF,SemAxis
2019-05-29,2.138607603620749,T,F,F,SemAxis
2019-05-29,1.501937328099036,T,NF,F,SemAxis
2019-05-29,1.1396413907779017,T,F,NF,SemAxis
2019-05-29,0.5029711152561885,T,NF,NF,SemAxis
2019-05-29,146.4297789188247,PT,F,F,SentiProp
2019-05-29,145.76140180766157,PT,NF,F,SentiProp
2019-05-29,143.76069908406882,PT,F,NF,SentiProp
2019-05-29,143.08580534427674,PT,NF,NF,SentiProp
2019-05-29,144.66081261638286,T,F,F,SentiProp
2019-05-29,144.93411481096234,T,NF,F,SentiProp
2019-05-29,143.06135934634327,T,F,NF,SentiProp
2019-05-29,143.32547616499411,T,NF,NF,SentiProp
2019-05-30,1.4768119704492013,PT,F,F,SemAxis
2019-05-30,1.137709447688523,PT,NF,F,SemAxis
2019-05-30,0.9878413165706807,PT,F,NF,SemAxis
2019-05-30,0.648738793810002,PT,NF,NF,SemAxis
2019-05-30,2.508563552295716,T,F,F,SemAxis
2019-05-30,1.8566176387002857,T,NF,F,SemAxis
